date,cmi,cmi1,cmi2,cmi3,cmi4,cmi5,cmi6,cmi7,cmi8,cmi9,cmi10,cmi11,cmi12,cmi13,cmi14,cmi15,cmi16,cmi17,cmi18,cmi19,cmi20,cmi30,cmi40,cmi50,cmi60,cmi70,cmi80,cmi90,cmi100
2017-08-08 09:00:37.648545,0.0,0.0,0.030524999,0.02442,0.038156252,0.053724002,0.045448337,0.044354696,0.042353436,0.043413334,0.0444444,0.043996364,0.046126664,0.045516565,0.045226835,0.047754664,0.047886096,0.047826026,0.048161663,0.046404764,0.047619,0.0482702,0.044948064,0.042227067,0.04134442,0.04054218,0.038823985,0.038493156,0.03860558
2017-08-08 09:15:37.648399,0.024419999681413174,0.02442,0.02442,0.013566666,0.018315,0.019536,0.025098331,0.029403673,0.034722187,0.04039852,0.0400488,0.04318909,0.042904586,0.045805562,0.046472758,0.045258403,0.04407047,0.042502627,0.041679814,0.042075455,0.04133085,0.0398046,0.038797274,0.038593367,0.037254065,0.036739644,0.035969898,0.035996888,0.036012176
2017-08-08 09:30:37.648203,0.12209999840706587,0.122099996,0.067154996,0.05969333,0.05647125,0.0400488,0.037986666,0.05432204,0.056852814,0.056678515,0.052503,0.05166545,0.049687915,0.052741416,0.051082652,0.0517704,0.051320158,0.049178,0.046503518,0.04620183,0.0445665,0.042707864,0.039453562,0.038261257,0.038210515,0.03707853,0.03704972,0.03655463,0.036742333
2017-08-08 09:45:37.648175,0.0,0.0,0.042735,0.05155333,0.04426125,0.063492,0.05155333,0.05133184,0.05074781,0.044920743,0.043711796,0.047427274,0.04527875,0.045805562,0.046597347,0.048948534,0.051510938,0.05179744,0.051930185,0.04985468,0.0501831,0.046615064,0.044230722,0.042647086,0.041663237,0.039984014,0.039178837,0.039198622,0.03869349
2017-08-08 10:00:37.648108,0.1953599974513054,0.19536,0.079365,0.10853334,0.07326,0.053724002,0.05291,0.053823676,0.051892497,0.05004593,0.049572602,0.047629092,0.046465836,0.046094555,0.046348162,0.046777867,0.04635985,0.04664305,0.04469463,0.04444305,0.043650746,0.04254507,0.040506676,0.039130606,0.03685385,0.035782777,0.035023622,0.03507436,0.035313763
2017-08-08 10:15:37.647957,0.0,0.0,0.006105,0.013566666,0.0274725,0.0322344,0.037986666,0.039371017,0.040445626,0.04160444,0.0417582,0.042583637,0.042395834,0.04436059,0.04447928,0.04829733,0.04731375,0.04664305,0.048312407,0.049381163,0.04938945,0.04588247,0.043330237,0.042520102,0.041581832,0.04096081,0.039915252,0.039717168,0.03936016
2017-08-08 10:30:37.647734,0.2686199964955449,0.26861998,0.091575,0.11396,0.13430999,0.1289376,0.13770168,0.12857878,0.122099996,0.12571777,0.12063481,0.11786183,0.118030004,0.117765084,0.11823765,0.11547947,0.11494571,0.11331218,0.11094519,0.11032969,0.108669,0.103703596,0.100610405,0.099428475,0.09961325,0.09881628,0.09829431,0.09810509,0.09836621
2017-08-08 10:45:37.645648,0.5860799923539162,0.58608,0.64102507,0.64034665,0.61050004,0.5997552,0.5948984,0.60003436,0.60592127,0.60145557,0.59584796,0.5989963,0.5935417,0.5954723,0.59255874,0.5945456,0.5930435,0.5941918,0.5942954,0.59609145,0.59499323,0.594437,0.5915287,0.5889713,0.58721954,0.58528763,0.5853131,0.5843434,0.5854646
2017-08-08 11:00:37.645323,1.4407799579203129,1.4407799,1.4835149,1.5058999,1.4636737,1.4612927,1.4590951,1.4726754,1.4720681,1.473943,1.4649556,1.4686309,1.4580775,1.4608651,1.4537374,1.4578196,1.4535623,1.4542997,1.4492215,1.452618,1.4485943,1.4402373,1.435606,1.4309143,1.4276135,1.4231027,1.4198742,1.4162544,1.4157225
2017-08-08 11:15:37.645138,2.1978000178933144,2.1978,2.1978,2.1652398,2.12454,2.0962129,2.1041903,2.1140742,2.1039357,2.1230328,2.113307,2.1096053,2.0929976,2.0973747,2.081805,2.0831888,2.0667334,2.069785,2.057159,2.0658915,2.0569577,2.054482,2.054699,2.0512705,2.0497537,2.0451453,2.0419548,2.041539,2.0434704
2017-08-08 11:30:37.645102,2.4175800383090973,2.4175801,2.5885198,2.5939467,2.5610476,2.5387032,2.5234003,2.5282173,2.5278513,2.5490255,2.5382142,2.5479543,2.525774,2.533033,2.5080333,2.5118952,2.4942737,2.4995432,2.4830012,2.489419,2.4767983,2.4746413,2.4728758,2.4713724,2.4732504,2.4696941,2.4677896,2.4673212,2.4719217
2017-08-08 11:45:37.645038,3.199020028114319,3.19902,2.90598,2.8897,2.8830864,2.863978,2.849,2.8476708,2.822036,2.8574417,2.842976,2.8609746,2.835433,2.837633,2.806182,2.8054779,2.7817812,2.788527,2.7654142,2.7771828,2.7606196,2.7551186,2.7573078,2.7600653,2.7677557,2.7718942,2.7754512,2.7791736,2.7900896
