# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2017-01-01T00:00:00.0
# Date end (ISO 8601): 2019-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -23.5844
# Longitude (positive East, ISO 19115): -64.5066
# Altitude (m): 400.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2025-03-27
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2017-02-14T01:45:00.0/2017-02-14T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T02:00:00.0/2017-02-14T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T02:15:00.0/2017-02-14T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T02:30:00.0/2017-02-14T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T02:45:00.0/2017-02-14T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T03:00:00.0/2017-02-14T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T03:15:00.0/2017-02-14T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T03:30:00.0/2017-02-14T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T03:45:00.0/2017-02-14T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T04:00:00.0/2017-02-14T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T04:15:00.0/2017-02-14T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T04:30:00.0/2017-02-14T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T04:45:00.0/2017-02-14T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T05:00:00.0/2017-02-14T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T05:15:00.0/2017-02-14T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T05:30:00.0/2017-02-14T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T05:45:00.0/2017-02-14T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T06:00:00.0/2017-02-14T06:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T06:15:00.0/2017-02-14T06:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T06:30:00.0/2017-02-14T06:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T06:45:00.0/2017-02-14T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T07:00:00.0/2017-02-14T07:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T07:15:00.0/2017-02-14T07:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T07:30:00.0/2017-02-14T07:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T07:45:00.0/2017-02-14T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T08:00:00.0/2017-02-14T08:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T08:15:00.0/2017-02-14T08:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T08:30:00.0/2017-02-14T08:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T08:45:00.0/2017-02-14T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T09:00:00.0/2017-02-14T09:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T09:15:00.0/2017-02-14T09:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T09:30:00.0/2017-02-14T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T09:45:00.0/2017-02-14T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T10:00:00.0/2017-02-14T10:15:00.0;1.4655;0.3388;0.0062;0.3326;0.2163;0.2488;0.0002;0.2485;0.0083;0.8333
2017-02-14T10:15:00.0/2017-02-14T10:30:00.0;17.9728;5.8512;1.3422;4.5090;22.4400;4.2957;0.0518;4.2440;0.8658;0.6333
2017-02-14T10:30:00.0/2017-02-14T10:45:00.0;38.3700;16.4046;6.7989;9.6057;60.2817;12.8254;1.1943;11.6311;9.7603;1.0000
2017-02-14T10:45:00.0/2017-02-14T11:00:00.0;58.7368;29.6469;15.7399;13.9069;92.7141;25.0880;6.7771;18.3109;39.6458;1.0000
2017-02-14T11:00:00.0/2017-02-14T11:15:00.0;78.9858;44.3630;26.9549;17.4081;118.6472;35.2300;13.2803;21.9497;58.3293;1.0000
2017-02-14T11:15:00.0/2017-02-14T11:30:00.0;99.0304;59.8391;39.5456;20.2936;139.1007;51.1785;26.5255;24.6530;92.3590;1.0000
2017-02-14T11:30:00.0/2017-02-14T11:45:00.0;118.7846;75.6533;52.9380;22.7153;155.3796;75.2132;52.2502;22.9630;153.2098;1.0000
2017-02-14T11:45:00.0/2017-02-14T12:00:00.0;138.1638;91.5400;66.7718;24.7682;168.5730;90.5854;65.2041;25.3813;164.7452;1.0000
2017-02-14T12:00:00.0/2017-02-14T12:15:00.0;157.0849;107.3091;80.7912;26.5179;179.4468;104.7257;76.4600;28.2657;169.7296;1.0000
2017-02-14T12:15:00.0/2017-02-14T12:30:00.0;175.4668;122.8147;94.8028;28.0119;188.5398;118.0355;85.9523;32.0832;171.3441;1.0000
2017-02-14T12:30:00.0/2017-02-14T12:45:00.0;193.2308;137.9397;108.6532;29.2865;196.2409;121.3073;76.8596;44.4476;138.8457;1.0000
2017-02-14T12:45:00.0/2017-02-14T13:00:00.0;210.3006;152.5788;122.2007;30.3781;202.8091;136.4245;89.1092;47.3153;147.8516;1.0000
2017-02-14T13:00:00.0/2017-02-14T13:15:00.0;226.6033;166.6395;135.3219;31.3176;208.4385;151.3526;101.7711;49.5815;156.7421;1.0000
2017-02-14T13:15:00.0/2017-02-14T13:30:00.0;242.0688;180.0396;147.9109;32.1287;213.2811;165.0650;113.0099;52.0551;162.9440;1.0000
2017-02-14T13:30:00.0/2017-02-14T13:45:00.0;256.6308;192.7057;159.8768;32.8288;217.4597;182.0057;133.7929;48.2128;181.7883;1.0000
2017-02-14T13:45:00.0/2017-02-14T14:00:00.0;270.2270;204.5713;171.1413;33.4301;221.0731;204.0943;169.9688;34.1255;219.5271;1.0000
2017-02-14T14:00:00.0/2017-02-14T14:15:00.0;282.7989;215.5760;181.6343;33.9417;224.2000;215.5760;181.6343;33.9417;224.2000;1.0000
2017-02-14T14:15:00.0/2017-02-14T14:30:00.0;294.2928;225.6642;191.2927;34.3715;226.9019;225.6642;191.2927;34.3715;226.9019;1.0000
2017-02-14T14:30:00.0/2017-02-14T14:45:00.0;304.6592;234.7853;200.0585;34.7268;229.2266;234.7853;200.0585;34.7268;229.2266;1.0000
2017-02-14T14:45:00.0/2017-02-14T15:00:00.0;313.8537;242.8933;207.8790;35.0143;231.2104;242.8933;207.8790;35.0143;231.2104;1.0000
2017-02-14T15:00:00.0/2017-02-14T15:15:00.0;321.8370;249.9471;214.7048;35.2423;232.8794;249.9471;214.7048;35.2423;232.8794;1.0000
2017-02-14T15:15:00.0/2017-02-14T15:30:00.0;328.5746;255.9114;220.4955;35.4158;234.2565;255.9114;220.4955;35.4158;234.2565;1.0000
2017-02-14T15:30:00.0/2017-02-14T15:45:00.0;334.0377;260.7569;225.2209;35.5360;235.3634;260.7569;225.2209;35.5360;235.3634;1.0000
2017-02-14T15:45:00.0/2017-02-14T16:00:00.0;338.2029;264.4598;228.8551;35.6047;236.2156;264.4598;228.8551;35.6047;236.2156;1.0000
2017-02-14T16:00:00.0/2017-02-14T16:15:00.0;341.0521;267.0018;231.3793;35.6225;236.8253;267.0018;231.3793;35.6225;236.8253;1.0000
2017-02-14T16:15:00.0/2017-02-14T16:30:00.0;342.5731;268.3702;232.7809;35.5893;237.2014;268.3702;232.7809;35.5893;237.2014;1.0000
2017-02-14T16:30:00.0/2017-02-14T16:45:00.0;342.7594;268.5585;233.0536;35.5049;237.3494;268.5585;233.0536;35.5049;237.3494;1.0000
2017-02-14T16:45:00.0/2017-02-14T17:00:00.0;341.6101;267.5659;232.1961;35.3698;237.2706;267.5659;232.1961;35.3698;237.2706;1.0000
2017-02-14T17:00:00.0/2017-02-14T17:15:00.0;339.1299;265.3976;230.2125;35.1850;236.9628;265.3976;230.2125;35.1850;236.9628;1.0000
2017-02-14T17:15:00.0/2017-02-14T17:30:00.0;335.3297;262.0645;227.1129;34.9517;236.4202;262.0645;227.1129;34.9517;236.4202;1.0000
2017-02-14T17:30:00.0/2017-02-14T17:45:00.0;330.2254;257.5838;222.9133;34.6705;235.6335;257.5838;222.9133;34.6705;235.6335;1.0000
2017-02-14T17:45:00.0/2017-02-14T18:00:00.0;323.8390;251.9780;217.6366;34.3414;234.5908;251.9780;217.6366;34.3414;234.5908;1.0000
2017-02-14T18:00:00.0/2017-02-14T18:15:00.0;316.1977;245.2576;211.3251;33.9325;233.2901;245.2576;211.3251;33.9325;233.2901;1.0000
2017-02-14T18:15:00.0/2017-02-14T18:30:00.0;307.3342;237.4583;204.0163;33.4421;231.7145;237.4583;204.0163;33.4421;231.7145;1.0000
2017-02-14T18:30:00.0/2017-02-14T18:45:00.0;297.2863;228.6387;195.7420;32.8967;229.8280;228.6387;195.7420;32.8967;229.8280;1.0000
2017-02-14T18:45:00.0/2017-02-14T19:00:00.0;286.0973;218.8439;186.5520;32.2919;227.6007;218.8439;186.5520;32.2919;227.6007;1.0000
2017-02-14T19:00:00.0/2017-02-14T19:15:00.0;273.8147;208.1237;176.5007;31.6230;224.9931;208.1237;176.5007;31.6230;224.9931;1.0000
2017-02-14T19:15:00.0/2017-02-14T19:30:00.0;260.4913;196.5332;165.6478;30.8854;221.9536;196.5332;165.6478;30.8854;221.9536;1.0000
2017-02-14T19:30:00.0/2017-02-14T19:45:00.0;246.1841;184.1322;154.0584;30.0739;218.4154;184.1322;154.0584;30.0739;218.4154;1.0000
2017-02-14T19:45:00.0/2017-02-14T20:00:00.0;230.9543;170.9862;141.8052;29.1810;214.2933;170.9862;141.8052;29.1810;214.2933;1.0000
2017-02-14T20:00:00.0/2017-02-14T20:15:00.0;214.8670;157.1667;128.9709;28.1958;209.4806;154.3515;123.0480;31.3035;199.6719;1.0000
2017-02-14T20:15:00.0/2017-02-14T20:30:00.0;197.9911;142.7523;115.6507;27.1015;203.8434;136.3214;102.2376;34.0837;180.3719;1.0000
2017-02-14T20:30:00.0/2017-02-14T20:45:00.0;180.3990;127.8302;101.9550;25.8753;197.2099;115.2530;79.3868;35.8661;152.5101;1.0000
2017-02-14T20:45:00.0/2017-02-14T21:00:00.0;162.1658;112.4981;88.0092;24.4889;189.3500;72.7370;18.5263;54.2106;39.5106;1.0000
2017-02-14T21:00:00.0/2017-02-14T21:15:00.0;143.3696;96.8672;73.9245;22.9427;179.8590;60.2736;11.7379;48.5356;28.7386;1.0000
2017-02-14T21:15:00.0/2017-02-14T21:30:00.0;124.0909;81.0603;59.8682;21.1921;168.2289;51.9907;11.3327;40.6581;31.5203;1.0000
2017-02-14T21:30:00.0/2017-02-14T21:45:00.0;104.4122;65.2340;46.0792;19.1549;153.7829;36.6789;2.5125;34.1664;8.3097;0.8667
2017-02-14T21:45:00.0/2017-02-14T22:00:00.0;84.4178;49.6065;32.8498;16.7567;135.4108;27.6954;1.5656;26.1298;6.4534;0.5000
2017-02-14T22:00:00.0/2017-02-14T22:15:00.0;64.1932;34.5100;20.6472;13.8628;111.5500;19.2670;0.9840;18.2830;5.3162;0.5000
2017-02-14T22:15:00.0/2017-02-14T22:30:00.0;43.8250;20.5120;10.2502;10.2619;80.2575;11.4519;0.4885;10.9634;3.8249;0.5000
2017-02-14T22:30:00.0/2017-02-14T22:45:00.0;23.4004;8.6601;2.8915;5.7686;39.8676;4.8350;0.1378;4.6972;1.9000;0.5000
2017-02-14T22:45:00.0/2017-02-14T23:00:00.0;4.2457;1.1167;0.1002;1.0165;3.2233;0.6234;0.0048;0.6187;0.1536;0.6667
2017-02-14T23:00:00.0/2017-02-14T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T23:15:00.0/2017-02-14T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T23:30:00.0/2017-02-14T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-14T23:45:00.0/2017-02-15T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T00:00:00.0/2017-02-15T00:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T00:15:00.0/2017-02-15T00:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T00:30:00.0/2017-02-15T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T00:45:00.0/2017-02-15T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T01:00:00.0/2017-02-15T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T01:15:00.0/2017-02-15T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T01:30:00.0/2017-02-15T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T01:45:00.0/2017-02-15T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T02:00:00.0/2017-02-15T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T02:15:00.0/2017-02-15T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T02:30:00.0/2017-02-15T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T02:45:00.0/2017-02-15T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T03:00:00.0/2017-02-15T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T03:15:00.0/2017-02-15T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T03:30:00.0/2017-02-15T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T03:45:00.0/2017-02-15T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T04:00:00.0/2017-02-15T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T04:15:00.0/2017-02-15T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T04:30:00.0/2017-02-15T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T04:45:00.0/2017-02-15T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T05:00:00.0/2017-02-15T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T05:15:00.0/2017-02-15T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T05:30:00.0/2017-02-15T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T05:45:00.0/2017-02-15T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T06:00:00.0/2017-02-15T06:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T06:15:00.0/2017-02-15T06:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T06:30:00.0/2017-02-15T06:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T06:45:00.0/2017-02-15T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T07:00:00.0/2017-02-15T07:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T07:15:00.0/2017-02-15T07:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T07:30:00.0/2017-02-15T07:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T07:45:00.0/2017-02-15T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T08:00:00.0/2017-02-15T08:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T08:15:00.0/2017-02-15T08:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T08:30:00.0/2017-02-15T08:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T08:45:00.0/2017-02-15T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T09:00:00.0/2017-02-15T09:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T09:15:00.0/2017-02-15T09:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T09:30:00.0/2017-02-15T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T09:45:00.0/2017-02-15T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2017-02-15T10:00:00.0/2017-02-15T10:15:00.0;1.2027;0.2857;0.0090;0.2767;0.0000;0.2195;0.0009;0.2187;0.0000;0.8333
2017-02-15T10:15:00.0/2017-02-15T10:30:00.0;17.1976;5.9304;1.7110;4.2194;29.7799;4.5562;0.1645;4.3917;2.8639;0.6333
2017-02-15T10:30:00.0/2017-02-15T10:45:00.0;37.6148;17.1317;8.3750;8.7567;75.8596;13.7715;1.7226;12.0490;14.7414;1.0000
2017-02-15T10:45:00.0/2017-02-15T11:00:00.0;58.0011;30.9629;18.6770;12.2859;111.4754;26.8029;7.7974;19.0055;46.2210;1.0000
2017-02-15T11:00:00.0/2017-02-15T11:15:00.0;78.2693;46.1023;31.1267;14.9756;138.2815;38.4975;13.1831;25.3144;58.8847;1.0000
2017-02-15T11:15:00.0/2017-02-15T11:30:00.0;98.3326;61.8797;44.8034;17.0762;158.6976;49.3311;16.1277;33.2034;56.9845;1.0000
2017-02-15T11:30:00.0/2017-02-15T11:45:00.0;118.1049;77.9234;59.1655;18.7579;174.6203;63.2888;24.9841;38.3047;73.6530;1.0000
2017-02-15T11:45:00.0/2017-02-15T12:00:00.0;137.5015;93.9964;73.8797;20.1167;187.3645;77.0520;33.0982;43.9538;83.8952;1.0000
2017-02-15T12:00:00.0/2017-02-15T12:15:00.0;156.4393;109.9108;88.6495;21.2613;197.6546;91.4879;42.5885;48.8993;94.8457;1.0000
2017-02-15T12:15:00.0/2017-02-15T12:30:00.0;174.8371;125.5304;103.2856;22.2448;206.0831;106.9198;54.4410;52.4788;108.5905;1.0000
2017-02-15T12:30:00.0/2017-02-15T12:45:00.0;192.6161;140.7555;117.6989;23.0566;213.1841;120.4454;62.3982;58.0472;113.0473;1.0000
2017-02-15T12:45:00.0/2017-02-15T13:00:00.0;209.7001;155.4875;131.7598;23.7277;219.2226;133.0699;68.7414;64.3285;114.3498;1.0000
2017-02-15T13:00:00.0/2017-02-15T13:15:00.0;226.0159;169.6392;145.3553;24.2839;224.3939;147.5815;80.1171;67.4644;123.6202;1.0000
2017-02-15T13:15:00.0/2017-02-15T13:30:00.0;241.4934;183.1314;158.3869;24.7444;228.8473;163.1993;95.5045;67.6948;137.9258;1.0000
2017-02-15T13:30:00.0/2017-02-15T13:45:00.0;256.0664;195.8913;170.7681;25.1231;232.6994;178.1721;111.0103;67.1619;151.2369;1.0000
2017-02-15T13:45:00.0/2017-02-15T14:00:00.0;269.6724;207.8515;182.4220;25.4295;236.0414;195.6031;139.3603;56.2428;180.0537;1.0000
2017-02-15T14:00:00.0/2017-02-15T14:15:00.0;282.2529;218.9496;193.2790;25.6706;238.9452;218.4073;191.3601;27.0471;236.5297;1.0000
2017-02-15T14:15:00.0/2017-02-15T14:30:00.0;293.7541;229.1285;203.2761;25.8524;241.4669;229.1285;203.2761;25.8524;241.4669;1.0000
2017-02-15T14:30:00.0/2017-02-15T14:45:00.0;304.1266;238.3368;212.3563;25.9805;243.6510;238.3368;212.3563;25.9805;243.6510;1.0000
2017-02-15T14:45:00.0/2017-02-15T15:00:00.0;313.3260;246.5299;220.4701;26.0599;245.5343;246.5299;220.4701;26.0599;245.5343;1.0000
2017-02-15T15:00:00.0/2017-02-15T15:15:00.0;321.3127;253.6531;227.5399;26.1132;247.1096;253.6531;227.5399;26.1132;247.1096;1.0000
2017-02-15T15:15:00.0/2017-02-15T15:30:00.0;328.0525;259.6638;233.5176;26.1463;248.3913;259.6638;233.5176;26.1463;248.3913;1.0000
2017-02-15T15:30:00.0/2017-02-15T15:45:00.0;333.5164;264.5523;238.4102;26.1422;249.4408;264.5523;238.4102;26.1422;249.4408;1.0000
2017-02-15T15:45:00.0/2017-02-15T16:00:00.0;337.6810;268.2943;242.1921;26.1021;250.2722;268.2943;242.1921;26.1021;250.2722;1.0000
2017-02-15T16:00:00.0/2017-02-15T16:15:00.0;340.5284;270.8705;244.8440;26.0264;250.8965;270.3393;243.0461;27.2932;249.0570;1.0000
2017-02-15T16:15:00.0/2017-02-15T16:30:00.0;342.0461;272.2675;246.3525;25.9150;251.3212;270.2123;237.8159;32.3963;242.6142;1.0000
2017-02-15T16:30:00.0/2017-02-15T16:45:00.0;342.2279;272.4778;246.7099;25.7679;251.5512;270.5756;236.4207;34.1549;241.0616;1.0000
2017-02-15T16:45:00.0/2017-02-15T17:00:00.0;341.0728;271.5005;245.9146;25.5859;251.5885;270.8228;242.1764;28.6464;247.7605;1.0000
2017-02-15T17:00:00.0/2017-02-15T17:15:00.0;338.5856;269.3409;243.9709;25.3700;251.4322;264.6725;220.8224;43.8500;227.5457;1.0000
2017-02-15T17:15:00.0/2017-02-15T17:30:00.0;334.7769;266.0106;240.8890;25.1216;251.0789;253.6474;184.1384;69.5090;191.9039;1.0000
