# Coding: utf-8
# File format version: 2
# Title: CAMS Radiation Service v4.6 all-sky irradiation (derived from satellite data).
# Content:  A time-series of solar radiation received on horizontal plane and plane always normal to the sun rays at ground level.
#           Returns the global, beam and diffuse irradiations integrated over a selected time step,
#           for a selected location (geostationary satellite coverage) and a selected period.
# The research leading to these results has received funding from the European Union within the Copernicus programme.
# Provider: VAISALA with MINES ParisTech (France) and DLR (Germany)
# More information at: http://www.soda-pro.com/web-services/radiation/cams-radiation-service
# Date begin (ISO 8601): 2020-01-01T00:00:00.0
# Date end (ISO 8601): 2024-01-01T00:00:00.0
# Latitude (positive North, ISO 19115): -22.1039
# Longitude (positive East, ISO 19115): -65.5999
# Altitude (m): 3459.00
# Time reference: Universal time (UT)
#
# Encoding partly from D2.8.III.13-14 INSPIRE Data Specification on Atmospheric Conditions and Meteorological Geographical Features - Technical Guidelines (2013-12-10) and CF (Climate and Forecast) metadata (2013-11-11)
# CF Standard Names registry of ObservablePropertyValue
# http://cfconventions.org/Data/cf-standard-names/27/build/cf-standard-name-table.html
# urn:x-inspire:specification:DS-AC-MF:observable-property-name:cf-standard-name:1.6
# ObservableProperty
#     basePhenomenon:"integral_of_surface_downwelling_shortwave_flux_in_air_sky_wrt_time"
#     uom:"Wh m-2" [unit]
# StatisticalMeasure
#     statisticalFunction: "sum"
# Summarization (integration) period: 0 year 0 month 0 day 0 h 15 min 0 s
# noValue: nan
# File generated on: 2025-03-27
#
# Columns:
# 1. Observation period (ISO 8601)
# 2. TOA. Irradiation on horizontal plane at the top of atmosphere (Wh/m2)
# 3. Clear sky GHI. Clear sky global irradiation on horizontal plane at ground level (Wh/m2)
# 4. Clear sky BHI. Clear sky beam irradiation on horizontal plane at ground level (Wh/m2)
# 5. Clear sky DHI. Clear sky diffuse irradiation on horizontal plane at ground level (Wh/m2)
# 6. Clear sky BNI. Clear sky beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
# 7. GHI. Global irradiation on horizontal plane at ground level (Wh/m2)
# 8. BHI. Beam irradiation on horizontal plane at ground level (Wh/m2)
# 9. DHI. Diffuse irradiation on horizontal plane at ground level (Wh/m2)
#10. BNI. Beam irradiation on mobile plane following the sun at normal incidence (Wh/m2)
#11. Reliability. Proportion of reliable data in the summarization (0-1)
#
# Observation period;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2020-10-06T21:00:00.0/2020-10-06T21:15:00.0;97.4113;66.2266;47.5557;18.6709;166.2177;5.6586;0.0000;5.6586;0.0000;1.0000
2020-10-06T21:15:00.0/2020-10-06T21:30:00.0;77.4351;49.5650;33.6297;15.9354;147.6443;4.3752;0.0000;4.3752;0.0000;0.8667
2020-10-06T21:30:00.0/2020-10-06T21:45:00.0;57.1804;33.4214;20.6529;12.7685;122.2982;2.9551;0.0000;2.9551;0.0000;0.5000
2020-10-06T21:45:00.0/2020-10-06T22:00:00.0;36.7342;18.4614;9.5412;8.9202;86.6140;1.6323;0.0000;1.6323;0.0000;0.5000
2020-10-06T22:00:00.0/2020-10-06T22:15:00.0;16.1840;6.1515;1.9928;4.1587;35.2297;0.5439;0.0000;0.5439;0.0000;0.5000
2020-10-06T22:15:00.0/2020-10-06T22:30:00.0;0.8409;0.2160;0.0108;0.2052;0.0000;0.0191;0.0000;0.0191;0.0000;0.8333
2020-10-06T22:30:00.0/2020-10-06T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-06T22:45:00.0/2020-10-06T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-06T23:00:00.0/2020-10-06T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-06T23:15:00.0/2020-10-06T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-06T23:30:00.0/2020-10-06T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-06T23:45:00.0/2020-10-07T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T00:00:00.0/2020-10-07T00:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T00:15:00.0/2020-10-07T00:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T00:30:00.0/2020-10-07T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T00:45:00.0/2020-10-07T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T01:00:00.0/2020-10-07T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T01:15:00.0/2020-10-07T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T01:30:00.0/2020-10-07T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T01:45:00.0/2020-10-07T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T02:00:00.0/2020-10-07T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T02:15:00.0/2020-10-07T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T02:30:00.0/2020-10-07T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T02:45:00.0/2020-10-07T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T03:00:00.0/2020-10-07T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T03:15:00.0/2020-10-07T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T03:30:00.0/2020-10-07T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T03:45:00.0/2020-10-07T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T04:00:00.0/2020-10-07T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T04:15:00.0/2020-10-07T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T04:30:00.0/2020-10-07T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T04:45:00.0/2020-10-07T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T05:00:00.0/2020-10-07T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T05:15:00.0/2020-10-07T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T05:30:00.0/2020-10-07T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T05:45:00.0/2020-10-07T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T06:00:00.0/2020-10-07T06:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T06:15:00.0/2020-10-07T06:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T06:30:00.0/2020-10-07T06:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T06:45:00.0/2020-10-07T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T07:00:00.0/2020-10-07T07:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T07:15:00.0/2020-10-07T07:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T07:30:00.0/2020-10-07T07:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T07:45:00.0/2020-10-07T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T08:00:00.0/2020-10-07T08:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T08:15:00.0/2020-10-07T08:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T08:30:00.0/2020-10-07T08:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T08:45:00.0/2020-10-07T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T09:00:00.0/2020-10-07T09:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T09:15:00.0/2020-10-07T09:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T09:30:00.0/2020-10-07T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T09:45:00.0/2020-10-07T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T10:00:00.0/2020-10-07T10:15:00.0;9.3104;3.4393;1.1694;2.2699;26.4057;0.4359;0.0000;0.4359;0.0000;0.5333
2020-10-07T10:15:00.0/2020-10-07T10:30:00.0;29.8719;15.2251;8.7243;6.5009;96.5051;1.9297;0.0000;1.9297;0.0000;0.5000
2020-10-07T10:30:00.0/2020-10-07T10:45:00.0;50.3820;30.4377;20.9327;9.5050;140.5580;3.8578;0.0000;3.8578;0.0000;0.6333
2020-10-07T10:45:00.0/2020-10-07T11:00:00.0;70.7315;46.9411;35.2637;11.6774;169.5114;5.7276;0.0000;5.7276;0.0000;1.0000
2020-10-07T11:00:00.0/2020-10-07T11:15:00.0;90.8334;63.9531;50.6171;13.3361;189.7876;11.4632;0.0007;11.4624;0.0026;1.0000
2020-10-07T11:15:00.0/2020-10-07T11:30:00.0;110.6015;81.1165;66.4499;14.6666;204.7693;30.9238;0.3601;30.5636;1.0635;1.0000
2020-10-07T11:30:00.0/2020-10-07T11:45:00.0;129.9512;98.2035;82.4380;15.7655;216.2907;51.3967;3.4473;47.9494;8.8540;1.0000
2020-10-07T11:45:00.0/2020-10-07T12:00:00.0;148.7996;115.0383;98.3536;16.6846;225.4081;69.8747;12.1471;57.7276;27.6390;1.0000
2020-10-07T12:00:00.0/2020-10-07T12:15:00.0;167.0660;131.4487;113.9297;17.5191;232.5900;86.7714;24.2951;62.4763;49.3973;1.0000
2020-10-07T12:15:00.0/2020-10-07T12:30:00.0;184.6723;147.3222;129.0180;18.3042;238.3010;103.7849;37.9667;65.8182;70.0400;1.0000
2020-10-07T12:30:00.0/2020-10-07T12:45:00.0;201.5428;162.5982;143.5951;19.0031;243.0378;129.8531;73.5912;56.2618;123.6151;1.0000
2020-10-07T12:45:00.0/2020-10-07T13:00:00.0;217.6055;177.1967;157.5652;19.6314;247.0073;175.5930;154.1168;21.4762;241.4354;1.0000
2020-10-07T13:00:00.0/2020-10-07T13:15:00.0;232.7916;191.0437;170.8425;20.2012;250.3581;191.0437;170.8425;20.2012;250.3581;1.0000
2020-10-07T13:15:00.0/2020-10-07T13:30:00.0;247.0359;204.0689;183.3484;20.7205;253.1982;204.0689;183.3484;20.7205;253.1982;1.0000
2020-10-07T13:30:00.0/2020-10-07T13:45:00.0;260.2776;216.2056;195.0110;21.1945;255.6082;216.2056;195.0110;21.1945;255.6082;1.0000
2020-10-07T13:45:00.0/2020-10-07T14:00:00.0;272.4598;227.3918;205.7651;21.6267;257.6492;227.3918;205.7651;21.6267;257.6492;1.0000
2020-10-07T14:00:00.0/2020-10-07T14:15:00.0;283.5305;237.5714;215.5518;22.0196;259.3689;237.5714;215.5518;22.0196;259.3689;1.0000
2020-10-07T14:15:00.0/2020-10-07T14:30:00.0;293.4422;246.6949;224.3195;22.3754;260.8050;246.6949;224.3195;22.3754;260.8050;1.0000
2020-10-07T14:30:00.0/2020-10-07T14:45:00.0;302.1525;254.7188;232.0228;22.6960;261.9877;254.7188;232.0228;22.6960;261.9877;1.0000
2020-10-07T14:45:00.0/2020-10-07T15:00:00.0;309.6240;261.6058;238.6226;22.9832;262.9405;261.6058;238.6226;22.9832;262.9405;1.0000
2020-10-07T15:00:00.0/2020-10-07T15:15:00.0;315.8249;267.2601;243.8945;23.3656;263.4760;267.2601;243.8945;23.3656;263.4760;1.0000
2020-10-07T15:15:00.0/2020-10-07T15:30:00.0;320.7286;271.6543;247.8088;23.8455;263.6136;271.6543;247.8088;23.8455;263.6136;1.0000
2020-10-07T15:30:00.0/2020-10-07T15:45:00.0;324.3141;274.8304;250.5348;24.2956;263.5689;274.8304;250.5348;24.2956;263.5689;1.0000
2020-10-07T15:45:00.0/2020-10-07T16:00:00.0;326.5661;276.7722;252.0580;24.7142;263.3444;276.7722;252.0580;24.7142;263.3444;1.0000
2020-10-07T16:00:00.0/2020-10-07T16:15:00.0;327.4749;277.4694;252.3699;25.0995;262.9400;277.4694;252.3699;25.0995;262.9400;1.0000
2020-10-07T16:15:00.0/2020-10-07T16:30:00.0;327.0368;276.9179;251.4681;25.4498;262.3528;276.9179;251.4681;25.4498;262.3528;1.0000
2020-10-07T16:30:00.0/2020-10-07T16:45:00.0;325.2536;275.1201;249.3566;25.7636;261.5772;275.1201;249.3566;25.7636;261.5772;1.0000
2020-10-07T16:45:00.0/2020-10-07T17:00:00.0;322.1331;272.0848;246.0451;26.0397;260.6047;272.0848;246.0451;26.0397;260.6047;1.0000
2020-10-07T17:00:00.0/2020-10-07T17:15:00.0;317.6885;267.8264;241.5496;26.2768;259.4232;253.9783;204.4472;49.5311;219.4123;1.0000
2020-10-07T17:15:00.0/2020-10-07T17:30:00.0;311.9391;262.3651;235.8922;26.4729;258.0171;227.9339;143.8365;84.0975;157.4939;1.0000
2020-10-07T17:30:00.0/2020-10-07T17:45:00.0;304.9095;255.7263;229.1011;26.6252;256.3665;235.7948;181.5502;54.2446;202.8961;1.0000
2020-10-07T17:45:00.0/2020-10-07T18:00:00.0;296.6299;247.9407;221.2150;26.7257;254.4510;182.3495;69.9370;112.4125;80.3432;1.0000
2020-10-07T18:00:00.0/2020-10-07T18:15:00.0;287.1358;238.9708;212.0553;26.9155;251.9780;157.9849;44.4678;113.5171;52.7329;1.0000
2020-10-07T18:15:00.0/2020-10-07T18:30:00.0;276.4680;228.8582;201.6597;27.1985;248.8698;125.4507;16.7723;108.6784;20.6464;1.0000
2020-10-07T18:30:00.0/2020-10-07T18:45:00.0;264.6721;217.7245;190.3248;27.3998;245.3471;112.4064;10.8205;101.5859;13.9682;1.0000
2020-10-07T18:45:00.0/2020-10-07T19:00:00.0;251.7988;205.6233;178.1145;27.5088;241.3420;108.0511;11.3956;96.6554;15.3991;1.0000
2020-10-07T19:00:00.0/2020-10-07T19:15:00.0;237.9034;192.6129;165.0997;27.5131;236.7685;93.9572;6.5287;87.4285;9.3953;1.0000
2020-10-07T19:15:00.0/2020-10-07T19:30:00.0;223.0452;178.7567;151.3596;27.3971;231.5163;90.8397;7.8937;82.9460;12.0185;1.0000
2020-10-07T19:30:00.0/2020-10-07T19:45:00.0;207.2882;164.1237;136.9843;27.1395;225.4453;72.4602;2.2423;70.2179;3.6936;1.0000
2020-10-07T19:45:00.0/2020-10-07T20:00:00.0;190.6999;148.7900;122.0788;26.7112;218.3765;67.9668;2.3266;65.6401;4.1388;1.0000
2020-10-07T20:00:00.0/2020-10-07T20:15:00.0;173.3513;132.8414;106.7671;26.0743;210.0790;61.7479;2.2491;59.4988;4.5065;1.0000
2020-10-07T20:15:00.0/2020-10-07T20:30:00.0;155.3169;116.3783;91.1961;25.1823;200.2446;74.4579;11.9262;62.5317;26.6373;1.0000
2020-10-07T20:30:00.0/2020-10-07T20:45:00.0;136.6740;99.5204;75.5396;23.9808;188.4427;64.5975;17.7041;46.8934;43.6833;1.0000
2020-10-07T20:45:00.0/2020-10-07T21:00:00.0;117.5024;82.4158;60.0091;22.4067;174.0442;30.6991;0.9947;29.7044;2.7435;1.0000
2020-10-07T21:00:00.0/2020-10-07T21:15:00.0;97.8844;65.1440;44.6821;20.4618;155.3982;6.3885;0.0107;6.3777;0.0345;1.0000
2020-10-07T21:15:00.0/2020-10-07T21:30:00.0;77.9041;48.0155;30.0526;17.9629;131.0442;4.2581;0.0000;4.2581;0.0000;0.8667
2020-10-07T21:30:00.0/2020-10-07T21:45:00.0;57.6470;31.6631;17.0845;14.5786;100.1115;2.8161;0.0000;2.8161;0.0000;0.5000
2020-10-07T21:45:00.0/2020-10-07T22:00:00.0;37.2002;17.0109;6.9602;10.0507;61.9524;1.5129;0.0000;1.5129;0.0000;0.5000
2020-10-07T22:00:00.0/2020-10-07T22:15:00.0;16.6510;5.6407;1.1944;4.4464;20.4621;0.5017;0.0000;0.5017;0.0000;0.5000
2020-10-07T22:15:00.0/2020-10-07T22:30:00.0;0.9659;0.2274;0.0025;0.2249;0.0000;0.0202;0.0000;0.0202;0.0000;0.8333
2020-10-07T22:30:00.0/2020-10-07T22:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T22:45:00.0/2020-10-07T23:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T23:00:00.0/2020-10-07T23:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T23:15:00.0/2020-10-07T23:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T23:30:00.0/2020-10-07T23:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-07T23:45:00.0/2020-10-08T00:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T00:00:00.0/2020-10-08T00:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T00:15:00.0/2020-10-08T00:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T00:30:00.0/2020-10-08T00:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T00:45:00.0/2020-10-08T01:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T01:00:00.0/2020-10-08T01:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T01:15:00.0/2020-10-08T01:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T01:30:00.0/2020-10-08T01:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T01:45:00.0/2020-10-08T02:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T02:00:00.0/2020-10-08T02:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T02:15:00.0/2020-10-08T02:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T02:30:00.0/2020-10-08T02:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T02:45:00.0/2020-10-08T03:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T03:00:00.0/2020-10-08T03:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T03:15:00.0/2020-10-08T03:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T03:30:00.0/2020-10-08T03:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T03:45:00.0/2020-10-08T04:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T04:00:00.0/2020-10-08T04:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T04:15:00.0/2020-10-08T04:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T04:30:00.0/2020-10-08T04:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T04:45:00.0/2020-10-08T05:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T05:00:00.0/2020-10-08T05:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T05:15:00.0/2020-10-08T05:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T05:30:00.0/2020-10-08T05:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T05:45:00.0/2020-10-08T06:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T06:00:00.0/2020-10-08T06:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T06:15:00.0/2020-10-08T06:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T06:30:00.0/2020-10-08T06:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T06:45:00.0/2020-10-08T07:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T07:00:00.0/2020-10-08T07:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T07:15:00.0/2020-10-08T07:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T07:30:00.0/2020-10-08T07:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T07:45:00.0/2020-10-08T08:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T08:00:00.0/2020-10-08T08:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T08:15:00.0/2020-10-08T08:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T08:30:00.0/2020-10-08T08:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T08:45:00.0/2020-10-08T09:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T09:00:00.0/2020-10-08T09:15:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T09:15:00.0/2020-10-08T09:30:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T09:30:00.0/2020-10-08T09:45:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T09:45:00.0/2020-10-08T10:00:00.0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.0000
2020-10-08T10:00:00.0/2020-10-08T10:15:00.0;10.5321;3.2982;0.5952;2.7029;12.7527;0.4027;0.0000;0.4027;0.0000;0.5000
2020-10-08T10:15:00.0/2020-10-08T10:30:00.0;31.1117;13.5158;5.3149;8.2010;55.9375;1.6504;0.0000;1.6504;0.0000;0.5000
2020-10-08T10:30:00.0/2020-10-08T10:45:00.0;51.6168;27.4882;14.6243;12.8639;95.5358;3.3565;0.0000;3.3565;0.0000;0.6333
2020-10-08T10:45:00.0/2020-10-08T11:00:00.0;71.9598;43.4145;26.9467;16.4679;127.1691;8.3388;0.0001;8.3386;0.0006;1.0000
2020-10-08T11:00:00.0/2020-10-08T11:15:00.0;92.0536;60.2662;41.0257;19.2404;151.7354;23.6550;0.1720;23.4830;0.6045;1.0000
2020-10-08T11:15:00.0/2020-10-08T11:30:00.0;111.8120;77.4857;56.0754;21.4103;170.9385;40.7273;1.8769;38.8504;5.5753;1.0000
2020-10-08T11:30:00.0/2020-10-08T11:45:00.0;131.1505;94.7390;71.6200;23.1190;186.2366;57.0322;7.7583;49.2739;19.9640;1.0000
2020-10-08T11:45:00.0/2020-10-08T12:00:00.0;149.9862;111.8087;87.3533;24.4554;198.6853;73.2951;17.5560;55.7391;39.7582;1.0000
2020-10-08T12:00:00.0/2020-10-08T12:15:00.0;168.2385;128.4782;102.9177;25.5604;208.7350;89.5345;29.1125;60.4220;58.8969;1.0000
2020-10-08T12:15:00.0/2020-10-08T12:30:00.0;185.8292;144.6150;118.1134;26.5016;216.9039;105.9887;41.7187;64.2701;76.5261;1.0000
2020-10-08T12:30:00.0/2020-10-08T12:45:00.0;202.6830;160.1668;132.9151;27.2516;223.8078;121.3033;52.7078;68.5955;88.6987;1.0000
