date,cmi,cmi1,cmi2,cmi3,cmi4,cmi5,cmi6,cmi7,cmi8,cmi9,cmi10,cmi11,cmi12,cmi13,cmi14,cmi15,cmi16,cmi17,cmi18,cmi19,cmi20,cmi30,cmi40,cmi50,cmi60,cmi70,cmi80,cmi90,cmi100
2023-01-01 09:00:20.859102,0.0634920026641339,0.063492,0.095238,0.042328,0.025793625,0.04317456,0.029982336,0.038872655,0.05753963,0.05604541,0.051111065,0.058244735,0.056216877,0.055414613,0.05895686,0.06024685,0.059523746,0.06008672,0.059474766,0.062964365,0.06174597,0.057072256,0.05462296,0.056418993,0.0578659,0.05874306,0.05819439,0.05760135,0.05747296
2023-01-01 09:10:20.858925,0.0,0.0,0.0,0.021164,0.04365075,0.06476184,0.055555504,0.049238697,0.05009916,0.052126147,0.05206344,0.05562109,0.050264504,0.048088618,0.05021051,0.046278615,0.047246978,0.05096936,0.048402853,0.050301146,0.05253963,0.056754787,0.05960312,0.05987296,0.061543144,0.061820477,0.06130946,0.06185767,0.061853904
2023-01-01 09:20:20.858771,0.1269840053282678,0.126984,0.190476,0.137566,0.13293637,0.1333332,0.11904752,0.126984,0.14484112,0.12580822,0.11555544,0.12436037,0.120370254,0.12360277,0.12973747,0.12754838,0.12400781,0.12434765,0.12296676,0.12803927,0.13142845,0.124091595,0.12547606,0.12584114,0.12760128,0.1283251,0.12691456,0.12701927,0.12650782
2023-01-01 09:30:20.860442,0.09523800108581781,0.095238,0.15873002,0.285714,0.28968224,0.2653966,0.280423,0.26822132,0.2504958,0.26141456,0.26095212,0.2563293,0.25198388,0.25171384,0.2423062,0.24775986,0.2461555,0.24693775,0.24759921,0.24649318,0.24436481,0.249065,0.24861085,0.24788547,0.24811262,0.24773541,0.24675074,0.24435405,0.24442835
2023-01-01 09:40:20.860333,0.5396820139139891,0.53968203,0.460317,0.53615475,0.5853169,0.6019042,0.6208107,0.5889207,0.56696373,0.57652307,0.5799994,0.57273984,0.5610665,0.55827886,0.5545832,0.556331,0.55902725,0.56132203,0.56329554,0.55946827,0.55714226,0.5625039,0.56436455,0.5620439,0.56144565,0.5591702,0.55521774,0.55144763,0.5500788
2023-01-01 09:50:20.860247,1.2380940839648247,1.2380941,1.2222211,1.2345668,1.2142845,1.2228559,1.195766,1.1895033,1.1904751,1.1546139,1.1212687,1.1160951,1.1055987,1.106226,1.0992862,1.0982707,1.0886647,1.085186,1.0804418,1.0837611,1.0830941,1.0656427,1.05738,1.0443038,1.0343993,1.0219946,1.0122063,1.002664,1.0012212
2023-01-01 10:00:20.861987,1.523808017373085,1.523808,1.5873001,1.6860654,1.6547601,1.6317444,1.6243371,1.5866522,1.5322406,1.5171453,1.4914271,1.4671375,1.4508363,1.4426584,1.4212815,1.4223619,1.4131931,1.4123126,1.4089737,1.406849,1.3989669,1.3837376,1.377697,1.3713763,1.3651927,1.3553599,1.3480196,1.3390385,1.3473035
2023-01-01 10:10:20.861948,2.0952360704541206,2.095236,2.0158713,2.070545,2.079363,2.096506,2.0458534,1.9876884,1.9236091,1.8926104,1.8415855,1.8247392,1.7771147,1.7625606,1.7406851,1.7319208,1.7172601,1.7191174,1.7038981,1.7017967,1.6905539,1.646771,1.6340064,1.612735,1.5986581,1.584119,1.5775282,1.5847093,1.631097
2023-01-01 10:20:20.863736,2.698410116136074,2.69841,2.619045,2.59259,2.5257912,2.5168228,2.4691334,2.3803022,2.31349,2.243776,2.1558712,2.1240962,2.0656948,2.0424514,2.0085824,1.9887106,1.9630438,1.9554,1.9275898,1.9253379,1.9081728,1.8485345,1.8433117,1.822157,1.8127584,1.8184174,1.8709159,1.9517558,2.0287569
2023-01-01 10:30:20.863745,2.857140079140663,2.85714,2.7142832,2.8853588,2.8650765,2.811426,2.783066,2.6524107,2.5649776,2.503231,2.4031723,2.3549762,2.286153,2.2594135,2.2103963,2.1904743,2.1648045,2.1574101,2.1356044,2.1267183,2.111268,2.0676522,2.070891,2.0820172,2.1760297,2.2677011,2.321476,2.374934,2.4599786
2023-01-01 10:40:20.863777,3.206346184015274,3.2063463,3.031743,3.252201,3.2678537,3.2177746,3.2248645,3.063813,2.9796596,2.882615,2.7634897,2.6894898,2.5917082,2.542686,2.477808,2.448816,2.4135642,2.3968778,2.3777165,2.3651211,2.3517437,2.3668761,2.4934697,2.6218004,2.7054296,2.8020253,2.9349723,2.9977553,3.0437493
2023-01-01 10:50:20.865636,3.7777740508317947,3.777774,3.65079,3.7530825,3.6884885,3.6050758,3.5961165,3.4428213,3.347715,3.2047782,3.0403147,2.9505417,2.861329,2.8118691,2.7444096,2.7081456,2.664184,2.6385431,2.6191432,2.6052823,2.5896006,2.5904384,2.8159099,3.153483,3.4525275,3.5998673,3.6440392,3.6458988,3.6416373
2023-01-01 11:00:20.865716,4.06348817050457,4.063488,3.9206312,4.2010536,4.1805515,4.0672975,4.0529056,3.8445055,3.7246988,3.5735807,3.4209495,3.3107667,3.2008345,3.1357162,3.070454,3.0274396,3.015374,2.9854422,3.0301754,3.0003927,3.0577748,3.3645823,3.6899767,3.8238056,3.944388,4.0553374,4.0811963,4.0780997,4.0690117
2023-01-01 11:10:20.865788,4.666662216186523,4.666662,4.555551,4.6948805,4.6706305,4.548567,4.527333,4.28895,4.175095,3.9651148,3.7472978,3.6258652,3.4845643,3.4069657,3.3114643,3.2516367,3.189481,3.1683385,3.1479492,3.1402159,3.144124,3.4351997,3.7604132,4.043133,4.1797934,4.2047195,4.2887807,4.312522,4.248371
